INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (5, 'Elizabeth Pines', 'Suite 666', 1049, 'pet-friendly', 'forward.jpg', 2, 2, 'single', NULL, 1926.9, '2025-01-14', '24 months', 'any', 'yes', 'yes', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (458, 'Gregory Vista', 'Apt. 153', 1842, 'pool access', 'chance.jpg', 4, 2, 'sharing', 3.0, 491.79, '2024-04-01', '23 months', 'any', 'any', 'no', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (459, 'Crystal Forges', 'Apt. 574', 2936, 'gated community', 'improve.jpg', 4, 1, 'sharing', 3.0, 861.6, '2024-12-05', '20 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (462, 'Kathleen Ville', 'Suite 915', 647, 'pet-friendly', 'foreign.jpg', 2, 2, 'sharing', 3.0, 1822.98, '2024-06-03', '6 months', 'yes', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (463, 'Jason Mall', 'Apt. 161', 589, 'spacious apartment', 'program.jpg', 4, 1, 'single', NULL, 2486.46, '2024-10-29', '16 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (465, 'Chapman Key', 'Apt. 907', 893, 'spacious apartment', 'leader.jpg', 3, 2, 'single', NULL, 2403.75, '2025-02-18', '19 months', 'any', 'any', 'no', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (466, 'Donna Summit', 'Suite 469', 2155, 'pet-friendly', 'walk.jpg', 2, 2, 'single', NULL, 2307.42, '2025-02-26', '19 months', 'yes', 'no', 'yes', 'no', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (467, 'Robert Island', 'Suite 600', 2934, 'pool access', 'last.jpg', 1, 2, 'single', NULL, 1484.14, '2024-05-31', '12 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (469, 'Evan Loaf', 'Suite 688', 2939, 'spacious apartment', 'and.jpg', 1, 1, 'single', NULL, 1813.9, '2023-05-19', '10 months', 'no', 'any', 'no', 'no', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (472, 'Sullivan Mountain', 'Suite 217', 1597, 'modern flat', 'energy.jpg', 3, 1, 'sharing', 3.0, 2349.58, '2025-03-21', '20 months', 'no', 'no', 'yes', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (474, 'Matthew Station', 'Suite 079', 660, 'elegant house', 'start.jpg', 3, 2, 'single', NULL, 2290.9, '2024-09-02', '24 months', 'any', 'no', 'no', 'no', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (476, 'Tracy Prairie', 'Suite 136', 568, 'gym facility', 'job.jpg', 3, 1, 'sharing', 5.0, 319.59, '2025-01-17', '8 months', 'yes', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (478, 'Castaneda Mission', 'Suite 455', 1892, 'elegant house', 'yourself.jpg', 2, 1, 'sharing', 4.0, 1814.31, '2023-10-31', '22 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (483, 'Gina Prairie', 'Apt. 104', 625, 'cozy room', 'cell.jpg', 4, 2, 'sharing', 4.0, 713.96, '2024-04-21', '16 months', 'any', 'no', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (484, 'Castaneda Harbor', 'Suite 670', 1818, 'gated community', 'forward.jpg', 1, 2, 'single', NULL, 1569.19, '2023-06-07', '12 months', 'any', 'any', 'yes', 'no', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (486, 'Heather Skyway', 'Apt. 192', 3000, 'gated community', 'cost.jpg', 1, 1, 'sharing', 3.0, 1111.05, '2025-04-01', '6 months', 'yes', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (489, 'Holland Parkways', 'Apt. 147', 2981, 'gated community', 'moment.jpg', 1, 1, 'single', NULL, 2178.42, '2024-02-20', '9 months', 'any', 'yes', 'yes', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (490, 'Tyler Common', 'Apt. 178', 1119, 'gym facility', 'buy.jpg', 3, 1, 'sharing', 4.0, 969.07, '2024-06-12', '16 months', 'any', 'yes', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (494, 'Chandler Drive', 'Apt. 456', 907, 'pet-friendly', 'especially.jpg', 1, 1, 'sharing', 3.0, 763.67, '2025-02-11', '7 months', 'yes', 'any', 'no', 'yes', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (503, 'Wells Place', 'Suite 934', 2424, 'apartment with parking', 'eat.jpg', 3, 2, 'single', NULL, 448.14, '2023-12-23', '13 months', 'yes', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (504, 'Juan Skyway', 'Suite 454', 1898, 'gym facility', 'gas.jpg', 2, 1, 'single', NULL, 2817.03, '2025-01-09', '10 months', 'any', 'yes', 'no', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (505, 'Vanessa Fork', 'Suite 269', 2567, 'spacious apartment', 'word.jpg', 2, 1, 'sharing', 2.0, 1959.63, '2024-09-02', '24 months', 'yes', 'no', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (506, 'Benson Garden', 'Apt. 782', 1958, 'gym facility', 'hold.jpg', 3, 2, 'single', NULL, 1968.91, '2024-10-03', '9 months', 'no', 'any', 'yes', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (508, 'Jason Terrace', 'Suite 620', 2309, 'gym facility', 'yard.jpg', 2, 1, 'single', NULL, 2198.43, '2024-05-24', '12 months', 'no', 'any', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (509, 'Murray Fords', 'Apt. 882', 651, 'spacious apartment', 'particularly.jpg', 1, 1, 'sharing', 4.0, 705.8, '2024-08-14', '20 months', 'any', 'any', 'no', 'no', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (510, 'Heather Mountains', 'Suite 948', 2775, 'gated community', 'all.jpg', 1, 2, 'single', NULL, 371.95, '2025-03-21', '18 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (512, 'Dorothy Springs', 'Apt. 393', 1957, 'pet-friendly', 'real.jpg', 3, 1, 'sharing', 2.0, 1941.94, '2024-04-29', '23 months', 'any', 'no', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (513, 'Solomon Underpass', 'Suite 681', 2483, 'spacious apartment', 'pass.jpg', 3, 2, 'single', NULL, 2956.73, '2024-04-16', '17 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (514, 'Arroyo Haven', 'Apt. 633', 1415, 'cozy room', 'ago.jpg', 3, 2, 'single', NULL, 2260.38, '2023-08-30', '6 months', 'any', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (515, 'Rebecca Brooks', 'Apt. 009', 1729, 'gated community', 'official.jpg', 1, 2, 'single', NULL, 916.71, '2023-10-14', '21 months', 'no', 'yes', 'yes', 'no', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (517, 'Joshua Summit', 'Apt. 055', 1901, 'gym facility', 'actually.jpg', 4, 2, 'sharing', 5.0, 927.0, '2025-03-18', '22 months', 'any', 'yes', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (519, 'Morgan Locks', 'Suite 108', 1357, 'pool access', 'ten.jpg', 4, 1, 'sharing', 4.0, 542.43, '2023-07-20', '8 months', 'any', 'yes', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (520, 'Mcpherson Branch', 'Suite 516', 1912, 'apartment with parking', 'hour.jpg', 1, 1, 'single', NULL, 732.44, '2024-10-14', '11 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (521, 'Forbes Vista', 'Apt. 482', 905, 'pool access', 'reveal.jpg', 4, 1, 'sharing', 5.0, 1096.63, '2024-01-16', '13 months', 'any', 'any', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (523, 'Scott Points', 'Suite 600', 2898, 'spacious apartment', 'class.jpg', 3, 2, 'single', NULL, 756.55, '2024-08-26', '15 months', 'any', 'yes', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (524, 'Merritt Lodge', 'Apt. 579', 2712, 'apartment with parking', 'on.jpg', 3, 1, 'sharing', 4.0, 495.88, '2024-01-26', '19 months', 'yes', 'any', 'yes', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (526, 'Holly Bypass', 'Apt. 313', 2407, 'gym facility', 'ask.jpg', 3, 2, 'single', NULL, 2119.41, '2024-10-27', '12 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (527, 'Jose Lodge', 'Apt. 821', 1376, 'apartment with parking', 'yard.jpg', 3, 2, 'single', NULL, 474.91, '2024-10-09', '17 months', 'no', 'any', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (528, 'Fischer Corners', 'Suite 557', 1988, 'gym facility', 'different.jpg', 2, 1, 'single', NULL, 2704.26, '2023-05-25', '18 months', 'yes', 'no', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (530, 'Elizabeth Land', 'Suite 053', 2338, 'elegant house', 'major.jpg', 3, 2, 'single', NULL, 582.85, '2024-07-07', '21 months', 'any', 'any', 'yes', 'no', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (533, 'Moore Forge', 'Suite 007', 1014, 'pet-friendly', 'author.jpg', 4, 1, 'sharing', 5.0, 778.28, '2024-01-23', '7 months', 'no', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (534, 'Linda Estates', 'Suite 425', 1504, 'gym facility', 'let.jpg', 1, 2, 'sharing', 2.0, 1463.77, '2024-11-11', '7 months', 'no', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (537, 'Kristen Ports', 'Apt. 117', 1043, 'gated community', 'send.jpg', 3, 2, 'sharing', 4.0, 2675.75, '2024-11-23', '17 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (539, 'Padilla Port', 'Apt. 689', 923, 'pet-friendly', 'take.jpg', 1, 1, 'sharing', 3.0, 939.96, '2023-08-29', '14 months', 'any', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (540, 'Clifford Way', 'Suite 571', 1353, 'pool access', 'suffer.jpg', 4, 2, 'sharing', 4.0, 1894.36, '2023-08-07', '24 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (541, 'Soto Inlet', 'Suite 197', 2560, 'cozy room', 'per.jpg', 2, 1, 'sharing', 5.0, 2444.32, '2024-04-23', '24 months', 'no', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (545, 'Gibson Cliff', 'Suite 850', 2137, 'spacious apartment', 'line.jpg', 4, 1, 'sharing', 5.0, 1202.88, '2023-05-21', '24 months', 'any', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (546, 'Alvarado Mills', 'Suite 098', 929, 'gym facility', 'deep.jpg', 2, 2, 'single', NULL, 2735.76, '2025-01-07', '10 months', 'yes', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (547, 'Joanna Squares', 'Apt. 537', 2881, 'spacious apartment', 'indeed.jpg', 4, 1, 'sharing', 2.0, 1601.12, '2023-12-27', '16 months', 'any', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (550, 'Mary Dam', 'Apt. 742', 1606, 'apartment with parking', 'move.jpg', 3, 2, 'sharing', 5.0, 2410.27, '2023-06-28', '8 months', 'any', 'any', 'yes', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (551, 'Hall Green', 'Apt. 983', 1880, 'pet-friendly', 'to.jpg', 2, 1, 'sharing', 3.0, 1003.98, '2025-04-27', '10 months', 'yes', 'yes', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (554, 'Valerie River', 'Suite 594', 2368, 'pet-friendly', 'reason.jpg', 2, 2, 'sharing', 3.0, 1411.2, '2023-07-01', '23 months', 'no', 'no', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (556, 'White Plain', 'Apt. 181', 1137, 'cozy room', 'less.jpg', 4, 1, 'single', NULL, 1229.3, '2025-02-15', '14 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (558, 'Massey Circles', 'Apt. 931', 764, 'elegant house', 'quite.jpg', 3, 1, 'sharing', 3.0, 1696.71, '2024-03-05', '17 months', 'any', 'any', 'no', 'no', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (564, 'Jamie Cape', 'Suite 114', 2882, 'spacious apartment', 'boy.jpg', 2, 1, 'sharing', 2.0, 1337.75, '2024-08-03', '9 months', 'no', 'no', 'no', 'no', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (565, 'Ferguson Springs', 'Apt. 665', 1514, 'gated community', 'before.jpg', 1, 2, 'single', NULL, 1461.35, '2024-12-20', '19 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (567, 'Sherri Village', 'Apt. 301', 698, 'pool access', 'occur.jpg', 1, 2, 'sharing', 2.0, 527.96, '2024-07-20', '19 months', 'any', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (573, 'Cynthia Forges', 'Suite 545', 1823, 'modern flat', 'blue.jpg', 3, 1, 'single', NULL, 2731.05, '2024-10-14', '19 months', 'any', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (576, 'Kelly Falls', 'Suite 856', 1222, 'gated community', 'actually.jpg', 4, 1, 'sharing', 5.0, 1125.62, '2023-08-18', '19 months', 'yes', 'no', 'yes', 'no', 'any', 'San Francisco', 'NULL');
